"","clean_tweet","Subjectivity","polarity","Analysis"
"2330","mumpung dunia messi messi nya bikin preorder nih mashup jersey tribute to leo messi world cup 2022 winner mash up desain jersey mulai debut juara pildun desain jersi juara pildun edisi belum","0","0","Neutral"
"2331","iss bener bgt kak final pildun terepic malam","1","0","Neutral"
"2332","tuju bro edisi pildun kali doi udah bener2 matang bener2 jadi sosok sentral buat tim","0","0","Neutral"
"2333","makin sayang sama suami abis menang taruh pildun sama doi wkwkwk","0","0","Neutral"
"2334","jigana si ieu nonton pildun sabar ngetweet nyak","0","0","Neutral"
"2335","ken nonton pildun","0","0","Neutral"
"2336","pildun wes bar habitat awal fifaworldcup","0","0","Neutral"
"2337","ballon or 2024 2025 2026 2027 2028 2029 2030 2031 2032 2033 2034 2035 mbappe haaland ngene terus urutane bawa norwegia juara euro pildun klub juara ucl klub mbappe degadrasi","0","0","Neutral"
"2338","ga nonton pildun babak gara2 ngantuk tp asa vibesnya gara2 bapake teriak2 heboh","0","0","Neutral"
"2339","pildun selesai liverpool siap bantai","0","0","Neutral"
"2340","nunggu mateo thiago ciro gede baru dpt pildun lg","0","0","Neutral"
"2341","iyo lek ero gmn yah mbappe pas pertama kali dapet piala pildun pas umur2 19 dehh","0","0","Neutral"
"2342","malem pertama pildun nihhh kalo total total udah abis berapa duit wkwkwk","0.75","0","Neutral"
"2343","piala dunia 2022 jadi acu beberapa rencana target hidup gagal waktu terima kuliah tahun 2018 janji sama sahabat sd sama bapak hitung semua pildun 2022 bakal jadi momen kumpul2 krn 2010 selalu gitu","0","0","Neutral"
"2344","tadi kantor hampir semua manusia pd ngntuk gegara abis begadang nonton pildun masuk ngntuk gilir udh rumah kok melek","0","0","Neutral"
"2345","berkat pildun 2022 ak jd ada topik chat sm crush mwehehe meski ujung ny read doang","0","0","Neutral"
"2346","tawa roger temu one piece tawa messi menang pildun","0","0","Neutral"
"2347","malemnya abis nobar final pildun pagi udah kaya bulan puasa sepi beneerrr","1","0","Neutral"
"2348","punten mah nemenin nonton pildun","0","0","Neutral"
"2349","gblk lihat squadnya dulu dong sbelum ada ronaldo portugal skelas swedia lu nntn bola pas pildun kemrin doang kyknya","0","0","Neutral"
"2350","kangen pildun ga sie vibes nya loh","0","0","Neutral"
"2351","sangat untung bisa ngeliat moment pildun baik penuh drama sanding ending sang legenda leo","0","0","Neutral"
"2352","pildun sungguh irresistible","0","0","Neutral"
"2353","pildun tahun sekarang asli seruu bgtt apa argen juara huaa","0","0","Neutral"
"2354","woi paket gk sampe ngehek beli alat buat nobar final pildun malah gk samoe sampe tai","1","0","Neutral"
"2355","mau modus komen status kamu ga ngerti pildun","0","0","Neutral"
"2356","kemaren adek nanya kira2 menang pildun mana mana pernah nonton bola","0","0","Neutral"
"2357","ayokkm pemprov guaaa bikin begini undang senum terakhur ngajak nobar bareng pildun tp pinginnya kayak dimanadooo mau tag tp gak berani","0","0","Neutral"
"2358","iyaa nonton lebih khusyuk banding pildun","0","0","Neutral"
"2359","juara pildun ga ada wak haji chuakksss","0","0","Neutral"
"2360","ciee abis nang nonton pildun","0","0","Neutral"
"2361","pildun 2026 seru dg tidak ada ronaldo messi banyak","0","0","Neutral"
"2362","apa cuma semalem dukung germany pas final pildun","1","0","Neutral"
"2363","mana kurang tidur gegara pildun","0","0","Neutral"
"2364","hari final futsal datengnya telat kyk biasa yaudahlah soal semalem abis nonton final pildun jadi wajar lahyaa","1","0","Neutral"
"2365","bayangin lu org qatar selesai pildun asa hampa banget pda pulang kenegaranaya masing masing","0","0","Neutral"
"2366","pildun dah kelar tetap waspada hati2 tendang jitu buat akun terlock berkali2","0","0","Neutral"
"2367","betul bgt","0","0","Neutral"
"2368","yo ndak masalah hype pildun mah rambah banyak kalang gak suka bola dadak suka lama pildun biasa","0","0","Neutral"
"2369","hrus main politik pildun ngk ada salah lama jago akting","0.33333333333333","0.16666666666667","Positive"
"2370","banyak main bagus gk ikut pildun taun tetep seru 2010","0.33333333333333","0.16666666666667","Positive"
"2371","prediksi ea sports buat seri game fifa november lalu soal argentina juara piala dunia 2022 jadi nyata menang argentina arti ea sports kali turut turut prediksi tepat soal juara pildun mulai 2010 2014 2018 2022","0.4","-0.4","Negative"
"2372","baru beres hingar bingar pildun eh udah mau bikin konflik orgil","0","0","Neutral"
"2373","sang mega bintang argentina lionel messi hasil juara fifaworldcup pertama kali angkat trophy pildun kali ikut pildun timnas argentina tunggu 32 thn dapat bintang selamat juara fifaworldcup2022 timnas argentina","0","0","Neutral"
"2374","nnti gilir la eeb jdi juri buat milih maskot pildun ikut nya","0","0","Neutral"
"2375","bom bisa move on bre pildun","0","0","Neutral"
"2376","ini tunggu tunggu cinta sepak bola laga ideal saji jadi pgn cepet pildun prancis argentina messi maria","1","0.9","Positive"
"2377","jangan suuzon aja mungkin panitia inti pildun jd lama sana","0","0","Neutral"
"2378","ndak usah jauh bang lolos pildun ajaah udah serasa juara pildun","0","0","Neutral"
"2379","manusia tengah tenaga kuda kaga pernah ngeliat die ngos ngosan pressing baik city maupun argen pas pildun","0","0","Neutral"
"2380","rating messi lama pildun gk pernah bawah cuy badingin sama mbappe aja menang kong rating seluruh","0","0","Neutral"
"2381","manifesting nonton pildun 2026 sama suami","0","0","Neutral"
"2382","jago argentina pildun 2022 drake justru hilang rp15 miliar","0","0","Neutral"
"2383","kapan bisa ikut pildun jalur tuan rumah","0","0","Neutral"
"2384","mantap mbappe pildun lanjut biar buat king messi","0","0","Neutral"
"2385","nih mau pildun nya ga janji kejang kejang","0","0","Neutral"
"2386","menang pildun bang bukan menang kontes dangdut","0","0","Neutral"
"2387","haduuhh gemes bgt jalan2 qatar mudah pergi warung depan rumah hadiah bgt abis final pildun makasih apdetnya","1","0","Neutral"
"2388","otak lo kecot gara2 lama nyemplung nyanyanyenyenyenye kayak pildun punya bokap lo aje bray","0","0","Neutral"
"2389","awal pildun banyak wasit liat var pas final pen argentina malah ngga cek ketika kecewa sama var","1","0","Neutral"
"2390","ga rasa pildun udh selesai aja biasa tiap malem exited mau nonton match malem udah ga ada fifaworldcup qatar2022","0","0","Neutral"
"2391","ngucapin selamat crush karna argentina menang pildun","0","0","Neutral"
"2392","topskor pildun tp ga juara","0","0","Neutral"
"2393","euforia menang pildun blum selesai2","0","0","Neutral"
"2394","hahahahahaha suruh lolos pildun aja dulu","0","0","Neutral"
"2395","kalo kata coach and bola bundar semua bisa jadi lapang lama pluit panjang belum bunyi segala mungkin bisa jadi tahun tahun lapang baru sadar kalimat benar nonton pildun","0","0","Neutral"
"2396","true bapak bapak telat alas sama nonton pildun","0.825","-0.025","Negative"
"2397","kemarin nonton pildun trs hari nonton liga indonesia kok kayak ndak dulu","0","0","Neutral"
"2398","wkwkwkw ngetawain meme pildun lucu bgt dr tadi","0","0","Neutral"
"2399","pildun 22 rasa murni settingan kalo emang settingan arti bagus banget acting mbappe pas frustasi deschamps marah2 waktu skor","0","0","Neutral"
"2400","sentimen negatif selimut ihsg rupiah hingga judi pildun","0","0","Neutral"
"2401","untung kemarin pildun ngga ada begini hajaaar cr ig keluhkesahojol id","0","0","Neutral"
"2402","malah ninggalin crush buat nonton pildun rumah","0","0","Neutral"
"2403","messi agama khatolik beri gelar sheik argentina menang pildun 2022","0","0","Neutral"
"2404","nahh ini semalem jalan ga serame biasa ramean pinggir jalan motor parkir angkring caffe ada emang sengaja gelar layar gede buat nobar liat bgt jalan sampe rumah penasaran buka wa sama twt rame bener pildun jadi ikut nonton","0","0","Neutral"
"2405","tidur 12 jam karna abis begadang pildun","0","0","Neutral"
"2406","info nobar pildun","0","0","Neutral"
"2407","pildun 2022 seru bgd walaupun lagu bukan waka waka tp tanding dr awal sru parah awal megang maroko krn suka sama bono tp messi keren jg tp aneh bisa bisa nya temu kafe hidden gem satu satu tempat nobar ga fulltp nonton hp masing2","0.33333333333333","-0.16666666666667","Negative"
"2408","orang warkop habis pildun","0","0","Neutral"
"2409","masuk angin rek wing wes peda nobar pildun saiki nran maneh","0","0","Neutral"
"2410","sabar yaa france coba mext pildun","0","0","Neutral"
"2411","loh emang salah soal baru ngehype bola pas pildun garagara bapak","0","0","Neutral"
"2412","banyak bilang pildun 2022 disetting fifa fokus cari duit arab padahal kalo dipikr2 anda final disetting argentina portugal malah lebih rame banyak pasu bakal jadi pildun tarik panjang sejarah","1","0","Neutral"
"2413","lionel scaloni latih maroko baik pildun kali","0","0","Neutral"
"2414","ra kuat ngadepi pildun mak","0","0","Neutral"
"2415","tetap brasil si era argentina menang pildun","0","0","Neutral"
"2416","pertama kali tau bola waktu sd nonton pildun main bola pertama tau leo messi idola maradona jadi latih timnas agrentina vamos","0.33333333333333","0.16666666666667","Positive"
"2417","kalo runut juara pildun edisi akhir emang eropa lebih jaya fakta","0","0","Neutral"
"2418","wilayah belum pernah main pildun muehehehe","0.33333333333333","0.16666666666667","Positive"
"2419","yah pildun udahan bro","0","0","Neutral"
"2420","lu bedua konsol nonton pildun","0","0","Neutral"
"2421","tau tau pildun udah abis aja malam malam ngangong ngangong","0","0","Neutral"
"2422","bikin makin lucu poster kader golka pake foto pas argentina juara finalissima trofi edit ganti jadi trofi pildun wkwkwk","0","0","Neutral"
"2423","pildun kelar mas ada liga1bri","0","0","Neutral"
"2424","argentina menang pildun sa kalah menang ko pu hati","0","0","Neutral"
"2425","malam final pildun ada tipe manusia","1","0","Neutral"
"2426","ga nyangka messi juara pildun","0","0","Neutral"
"2427","pildun udah jadi","0","0","Neutral"
"2428","guys haechan dukung france gmn soal pas udh kirim bbl about pildun lepas argen menang diem aja","0","0","Neutral"
"2429","malah kondangan dulu terus ngopi sembari pacar lalu tonton pildun bareng bahkan ampe semangat karna pinggang gel bgt duduk mulu","0","0","Neutral"
"2430","sdh lama bola buat indonesia pakai pildun","0","0","Neutral"
"2431","prancis kalah bukan arti gak bagus udh bagus bget main jarang2 juara pildun sblumnya hasil final keren tim argentina skrg lebih kompak mana coachnya jga pinter argentina emg deserve tahun leo messi deserve","0.66666666666667","0.083333333333333","Positive"
"2432","sama bgtt final pildun gapeduli siapa menang","1","0","Neutral"
"2433","kaya messi sibuk acara syukur menang pildun","0","0","Neutral"
"2434","abis pildun ada aff baru balik dukung king madrid","0","0","Neutral"
"2435","bakal kangen pildun","0","0","Neutral"
"2436","mbappe 23thn 15 goal bisa ikut pildun 3x an yakin kejar messi","0","0","Neutral"
"2437","semalem emosi winter uji versi pildun","0","0","Neutral"
"2438","rerun final pildun banyak bnget","1","0","Neutral"
"2439","pildun qatar seru kurang cuma lagu pihak rusak seru","0","0","Neutral"
"2440","hatrick doang tp ga juara pildun nyindir mbape","0","0","Neutral"
"2441","ikutin pildun tp lucu bgt ajg cokk cokk","0","0","Neutral"
"2442","konteks bahas main main pildun 2022 bukan warga negara kalo gitu pernah juara thomas cup dong indonesia pernah juara","0.33333333333333","0.16666666666667","Positive"
"2443","btw efek france kalah pildun rasa bgt dritadi bengong ngang ngong ngang ngong","0","0","Neutral"
"2444","pildun lihat messi dewasa fokus sangat agresif curi bola dr lawan taktis cari celah oper tidak marah2 cari antem lawan kalau lihat dr selebrasi arg sptnya messi doang ga termehek2 spt rekan2nya","0","0","Neutral"
"2445","adalagi argumen udah ting kok kalah emng udh takdir buat argen menang pildun tuduh ting","0","0","Neutral"
"2446","pildun 2030 indonesia gassin","0","0","Neutral"
"2447","aneh yah hari pildun selesai kaya gk ada rame buat bahas","0","0","Neutral"
"2448","cowok sama cowok kipop jago pildun sama sama kalah tahun hahahah","0","0","Neutral"
"2449","gak ada pildun jam gin ngantuk","0","0","Neutral"
"2450","ga tetep ada fans byk apresiasi macallister romero alvarez enzo depaul salah satu lgsung apresiasi emi lewat sw meski ga kenal emang skuad pildun kali takdir mnsuport messi mati2an aplgi byk lg moncernya musim","0","0","Neutral"
"2451","gara2 nonton konser malah diaajak hotel besok senin raul los diving theo licha maria extra time pildun udah nobar piala dunia all in france mbappe penalti fifaworldcup argentina ambil","0.1","0","Neutral"
"2452","pildun cabor sepak takraw","0","0","Neutral"
"2453","sukak ah nonton pildun manifesting4 tahun depan bisa nonton pildun langsung biar teriak bareng satu stadion","0","0","Neutral"
"2454","buah putus tepat baru mulai nonton rebornrich abis pildun jadi punya tonton","0","0","Neutral"
"2455","pildun paling goks penuh drama prancis menit 80 tinggal sama skor sisa waktu","0","0","Neutral"
"2456","semalem pgn ngetwit match final pildun ajak ngobrol mulu sama bokap kk ipar untung nya ngerti bola","1","0","Neutral"
"2457","mon maap ga pildun judi bola","0","0","Neutral"
"2458","tolol decul bang btw messi uda bukan main barca loh pas juara copa sama pildun","0.33333333333333","0.16666666666667","Positive"
"2459","bagi kerja keras federasi terus era mulai pas jaman luis figo jaman figo deco carvalho prestasi ronaldo pildun apa menang euro bantu sistem euro baru pake besar baik grup kalo sistem ky dulu gada cerita menang euro pas","0","0","Neutral"
"2460","tidak bilang portugal tidak ada main bintang bilang portugal ronaldo bukan langgan pildun bukan masuk negara hitung","0.33333333333333","0.16666666666667","Positive"
"2461","wkwkwk ininih salah satu bikin gamau liat ngehype pildun wkwkw padahal semalem kece abieezzz cuyyy","0","0","Neutral"
"2462","gaada pildun gaada drama","0","0","Neutral"
"2463","hidup nyenyak mulai sekarang fans messi kalo liat fans dodo koar koar tinggal ketik punya pildun ngga dek kelar","0","0","Neutral"
"2464","luka topskor panjang masa negara pildun kali apes aja lautaro kualifikasi sangat tajam copa america sangat kontribusi pildun kali sial","0","0","Neutral"
"2465","iri ga punya pildun","0","0","Neutral"
"2466","ibra skuadnya banyak familiar banding norway plus ibra moncer lumayan sering lolos wc tau generasi baik norway akhir waktu lolos 16 besar pildun 1998 jaman flo saudara ogs ama latih egil olsen","0.5","0.375","Positive"
"2467","ngaceng krna liat cewek seksi ngaceng krna cetak hattrick final pildun","1","0","Neutral"
"2468","harus cari dulu main tinggi minimal 180 cm bisa lari 90 menit ngos ngosan baru bicara masuk pildun kalo tinggi bawah 170 nomor sepatu bawah 40 lari 45 menit udah bengek makan nasi bungkus mah kapan ga masuk pildun","0.46666666666667","0.033333333333333","Positive"
"2469","tadi mlm sampe detik trending topik ganti aja messi argentina messi argentina gilak msh merinding gak nyangka akhir stlh gagal gagal pildun thn akhir messi bisa bawa plg piala dunia negara bhkn ngetwit skor","0","0","Neutral"
"2470","ronaldo punya pildun ga","0","0","Neutral"
"2471","ga usah lebay nder lagi pildun semalem emang seru cm sayang aja mbappe vs argentina bukan prancis vs argentina","0","0","Neutral"
"2472","pildun usai badmintom minions udah ga main mau ngehype apa nih enak","0.33333333333333","0.16666666666667","Positive"
"2473","piala dunia qatar 2022 udah usai nih commuters siapa suka jual jersey cemilan pas ada turnamen sepak bola kayak pildun kemarin denger2 anonymous stasiun duri","0","0","Neutral"
"2474","bisa rasa arsenal bangga invicible sulit sama tim inggris lain kayak messi juara pildun sulit capai rival hehe","0","0","Neutral"
"2475","rezim ibul messi bisa juara pildun pack xixixi","0","0","Neutral"
"2476","tendang aja ay biar ikut animo pildun","0","0","Neutral"
"2477","pantau 19 02 bapak gweh udah muter ulang tu final pildun kmren ni psti bakal bbrp kali ulang ampe au kapan","1","0","Neutral"
"2478","mama undang messi tasyakur menang pildun ikut ahh","0","0","Neutral"
"2479","gak nonton final pildun nyata gak papa gak kesel nyesel anyway selamat dukung argentina","1","0","Neutral"
"2480","pildun dah selese tapiii alwjksndjdndns feel happy sad happyyy liat messi angkat trofi world cup yeayyyy sisi sedih ronaldo pulang","1","0.15","Positive"
"2481","nerkat langgan vidio lewat indihome nobar final pildun jadi riah banget aktivitastanpabatas indihome","1","0","Neutral"
"2482","heran nya sm haechan tu kaya satu arahhh cuma waktu pildun aja beda arah","0","0","Neutral"
"2483","padahal ada main barca argentina neng banget liat angkat pildun hehe","0.33333333333333","0.16666666666667","Positive"
"2484","oke messi prime dg squad kaya gin kalah jauh sm jerman tp bisa bawa final pildun dg squad sekarang relatif lebih bagus messi jg udh 35 bisa sampe juara terus gimana squad portugal sekarang lebih bagus dr argen mau gendong tp cr masuk starting aja kaga","0.55","0","Neutral"
"2485","bacot lu semua ngentot notifnya berisik bangsat penting messi menang pildun dah anjing lu semua","0","0","Neutral"
"2486","pessi match pildun dapet mulu asw","0","0","Neutral"
"2487","11fess mba mba nobar pildun nawasena mau bengi klambi warna warni jeneng sopo mba","0","0","Neutral"
"2488","gg argentina 2026 bismillah nonton pildun langsung","0","0","Neutral"
"2489","iya madridista tpi kenyataanya gitu messi ga panjang kontrak juara copa america keluar dri barca pildun btw foto ga related emang fans madrid fans dodo gitu wkwkw","0.4","0","Neutral"
"2490","mangkanya bg nonton pildun jgn pas final doang","1","0","Neutral"
"2491","mang ngapa dah emg pildun gak cuma buat org fanatik bola dr orok ikut2an jg gak masalah buat caper jg gak masalah lagi 4thn sekali bro masa gak ngerti bola gak ikut nimbrung ckck","0","0","Neutral"
"2492","akhir kerja project pildun udh selesai huhu cape bet lembur mulu ni kerja udh neng eh bisa nonton ikat sintia eh ada aplikasi baru duh kantor ente kadang kadang ente mau heran emang kantor kek gitu asudahlah","0.6","-0.3","Negative"
"2493","siap siap fans malu ngeliat poster tebar pildun 20","0","0","Neutral"
"2494","alas fans dodo messi juara pildun si paling ngegendong","1","-0.4","Negative"
"2495","nampaknya menang pildun tidak buat messi lupa tugas instagram husband","0","0","Neutral"
"2496","belum move on dri pildun","0","0","Neutral"
"2497","apa cuma ga nonton pildun","0","0","Neutral"
"2498","mbappe ngeri baru ikut 2x pildun udah masuk top 10","0.5","0.5","Positive"
"2499","bukan bim lebih ngerasa superior aja paling tau soal bola pandang sinis cewek2 baru tau bola hype pildun doang cuma suka karna ganteng2 doang gitu loh","0.9","0.7","Positive"
"2500","mu connection nyata cr7 udah rasa konsekuensi atas sikap mu lm10 akhir jadi the real goat coba kalau ga banyak bicara media mungkin cerita pildun beda","0.3","0.2","Positive"
"2501","kaya sepi gitu gada pildun betul betul pildun udah kaya pesta seluruh warga dunia","0","0","Neutral"
"2502","emang martinez pildun total main berapa menit","0.54166666666667","0.083333333333333","Positive"
"2503","argentina penalti mulu lama pildun bla bla bla makanya ga usah jatohin lawan kalo kotak penalti simpel kalo lu ngapa2in trs dpt penalti baru protes goblooo goblok","0","0","Neutral"
"2504","iyaa temen dukung argen ejek ejek smpe temen pusing sndiri emg seru si pildun skrg","0","0","Neutral"
"2505","dak ig twt pildun semua hahah blm taruh","0","0","Neutral"
"2506","campaign nya haaland bareng norwegia memang lebih sulit tp bakal jadi cerita manis akhir karir norwegia menang pildun sama haaland","0","0","Neutral"
"2507","bayang tidak bagaimana polah tingkah gerombol anies baswedan anda maroko juara pildun","0","0","Neutral"
"2508","sebenernya lu mau liat seluruh tim individu kalo compare apple to apple pildun udah jelas portugal lebih gemerlap squadnya skrng tanya euro 2016 emng ronaldo ngegendong portugal bgt top score dpt main baik aja ngga","0.41666666666667","0.33333333333333","Positive"
"2509","ga nyangka messi dapet pildun ga nyangka udh mau 2023","0","0","Neutral"
"2510","kek cuman cowo ga nonton pildun emang doang ga suka nonton bola dahlahh buat apa kann","0","0","Neutral"
"2511","udah ayy dini hari abis pildun sampe sekarang diare","0","0","Neutral"
"2512","messi punya pildun ronaldo gapunyaaaa wleee wleee wleeee","0","0","Neutral"
"2513","pildun ros begadang terossss","0","0","Neutral"
"2514","kimsda cuti ghes gara2 nonton pildun kemarin","0","0","Neutral"
"2515","ngga ngikutin pildun malam grup angkat rame gara gara pildun messi","0","0","Neutral"
"2516","ikut bahagia meski baru kali ngikutin pildun hehehe itu karna jungkookie tampil disanaa congrast argentina fifaworldcup","0","0","Neutral"
"2517","mbappe pildun nama nomor gak ada bisa nyusul dah ajg","0","0","Neutral"
"2518","apa cuma ga pildun","0","0","Neutral"
"2519","squad argen justru main kurang kenal pildun isi main aston villa brighton benfica lu bandingin sm main portugal bruno cancelo silva felix diaz kurang main klub gede jadi andal lg","0.33333333333333","0.16666666666667","Positive"
"2520","cepet bgt pildun udh kelar meski euforia kurang pildun2 sblmnya nyata pildun kali bisa suguh pertandingan2 tarik fase grup sampe final","1","0","Neutral"
"2521","ken bahas pildun pagi tadi dah telat bgt mbappe gacor parah btw","0","0","Neutral"
"2522","kemarin jajan hophop kasih form sm mbak ikut undi siapa menang pildun hubung ga ngikutin tanya dong kata perancis bakal menang eh tau gajadi dapet hadiah dong","0","0","Neutral"
"2523","klo pildun emang dri dulu ngikutin drpda laga club insya allah paham atur main trus main emang udh pemain2 keren klo taruh gak","0.33333333333333","0.16666666666667","Positive"
"2524","kalian semalem ga nobar pildun malah pilih nonton drakor ampunnn ikut nobar sama temen2 cowoku salah satu rumah bahkan sampe suruh nginep sama mama udah maleman mau pulang apa cuma cewe lebih suka bola kpop","0","0","Neutral"
"2525","impi bisa nonton pildun bareng bapak tahun ikut","0","0","Neutral"
"2526","jangan2 semalem ga nonton pildun buat practice salto","0","0","Neutral"
"2527","ga ngikutin bola aja tau mon pildun banyak surprise motherfuckernya lu mending kalo ga gitu ngerti bola diem aja mon ketimbang blunder gin soal opini lu ga lucu lepas fakta fifa emang korup","0","0","Neutral"
"2528","yah uda ga ada nntn pildun ama bpk","0","0","Neutral"
"2529","klo indonesia join pildun hrsnya udh 3x ikut pildun mungkin bakal jdi main indo paling sering tampil pildun","0.33333333333333","0.16666666666667","Positive"
"2530","lupa banget asa tadi siang bangun nonton pildun jadi lgsg berangkat kerja abis ngampus kalo asa udah mam","0","0","Neutral"
"2531","gabut pildun udh kelar","0","0","Neutral"
"2532","arogan pip prancis juara pildun","0","0","Neutral"
"2533","harus menang semangat kalah kok malah kyak gitu no respect ahh sama pemain2 argentina mau menang pildun 10x kalo punya attittude sama aja","0","0","Neutral"
"2534","postingnya kudu bgt abis pildun ye","0","0","Neutral"
"2535","curhatt ortu kalo hari capek bgtt revisi banyak jago dh menang pildun harus semangat ngerjain skripsi makin gede dong","0","0","Neutral"
"2536","wta vidio pildun bisa nonton siar ulang pildun ga makasii zonauang","0","0","Neutral"
"2537","abang malam kalah taruh pildun","0","0","Neutral"
"2538","kirim shopeepaythr ayo ambil sini habis messi dybala argentina penalti mbappe madrid higuain perancis all in france maria final fifaworldcup ronaldo dembele pildun drake narnia jepang","1","0","Neutral"
"2539","riillll gara pildun anjayy","0","0","Neutral"
"2540","ak waktu 2010 dukung argentina sedih waktu kalah lawan jerman 2014 sama 2018 jeda nonton pildun 2022 nonton pildun dukung argentina syukur banget argentina menang","0","0","Neutral"
"2541","hadeh bisa ga pildun terus aja bom siap nonton stand up comedy","0","0","Neutral"
"2542","kalo lihat pildun tvone menang perancis bang","0","0","Neutral"
"2543","emg notes pas kmrn final pildun wksmakakwkak","1","0","Neutral"
"2544","mini soccer nonton pildun langsung ka bdg pp meni hoyong massage","0","0","Neutral"
"2545","moga pildun 2026 nonton ambek pacar minimal rodok arab rodok china gapopo pokok gak lanang","0.6","-0.1","Negative"
"2546","malemnya nonton pildun besok kerja sampe lembur so fukin ruining my goddamn head","0","0","Neutral"
"2547","mau cari tweet lucu pildun","0","0","Neutral"
"2548","apa cuma ga nonton pildun awal sampe akhir hayar ga beda","0","0","Neutral"
"2549","wait wait temen rl gak suka kpop samsek tbtb nanyain jk kata gara gara pildun ampun neng saat ngeracunin bangtan wkwkwk","0","0","Neutral"
"2550","awowkowk baru prolog soal baru baca pas mau nonton kick off pildun","0","0","Neutral"
"2551","ngeliat scaloni nang merinding lama pildun ekspresi banget","0","0","Neutral"
"2552","vibes pildun qatar 2022 gak dulu","0","0","Neutral"
"2553","mbappe 15 24 tahun punya next pildun","0","0","Neutral"
"2554","ni smua gr2 fyp ak isi cwo2 pildun","0","0","Neutral"
"2555","pildun haaland ucl mungkin pildun ngga masuk","0","0","Neutral"
"2556","nyokap diem2 nyata ngikutin pildun","0","0","Neutral"
"2557","mbappe bisa 3x pildun kalo mau 2026 2030 2034 bjir bisa jadi top skor","0.5","0.5","Positive"
"2558","ngantuk bgt dh habis pildun cuma tdr jam trs hari blm tdr","0","0","Neutral"
"2559","yh cwe aj nntn pildun ap lgi cwo lagi kpn lg si pildun tiap hri loh itutu","0","0","Neutral"
"2560","kaya dembele klub ga pernah masuk final gilir masuk final pildun bikin pinalti lawan hahahaha","0.83333333333333","0.066666666666667","Positive"
"2561","ngebayangin negara sendiri menang pildun terus rame rame jalan nyata lo baru tau kalo negara sendiri menang terus lo bingung sendiri beeh keren bangedd","0","0","Neutral"
"2562","agen tengah kota pantau rame malam final pildun ndor","1","0","Neutral"
"2563","kayak cowo lu kalah taruh pildun","0","0","Neutral"
"2564","kalo ga lolos pildun si gamungkin kalo lolos grup beda cerita","0","0","Neutral"
"2565","awal pildun udh hilang balik","0","0","Neutral"
"2566","kantor libur perancis menang pildun 2018","0","0","Neutral"
"2567","hari ngantuk terus wkwkwk grgr maleman nobar pildun seru","0","0","Neutral"
"2568","kangen match pildun jam sore pagi","0","0","Neutral"
"2569","pildun dah abis lanjut ngeanime","0","0","Neutral"
"2570","kalok jin do jun reborn pildun korea menang semifinal bisa tahu nama drakor","0","0","Neutral"
"2571","ampun dah ronaldoer panas amat gegara argentina juara pildun","0","0","Neutral"
"2572","mulai jadi kapten pildun 2010 bukan si","0","0","Neutral"
"2573","isi sg hari hari kalo ga langit pildun","0","0","Neutral"
"2574","seperti dlm sepakbola mulai ganti genrasi ozil dah ngga liat debruyn dah tua reuz cidera udah tua grizmann walo gacor pildun makan usia mahrez jarang starter udah tua kante cidera ronaldo messi bentar pensiun cepat","0","0","Neutral"
"2575","ngakak bangetttt ada bapak bapak sama ibu2 ngobrolin pildun terus ibu2 nya bilang indonesia pildun terus bapak2 nya jawab indonesia mah ga bisa bu banyak makan oncom fakkkkk","0","0","Neutral"
"2576","doi bagi skuad argentina kualifikasi pildun","0","0","Neutral"
"2577","squad sekarang messi main pildun 2026 lumayan mungkin juara","0.33333333333333","0.16666666666667","Positive"
"2578","argentina juara pildun tidak pengaruh hidup tugas projek minggu bain begadang malah cuma dapet 70 suiii","0","0","Neutral"
"2579","iya man mangkanya kawal aparatur wiu wiu tot tot tot tot biar mulus jalan angkat tropi pildun maaf klo snyum","0","0","Neutral"
"2580","semalem tinggal babu nonton pildun lihat muka babu baru pulang","0","0","Neutral"
"2581","gol pildun jago cuma biji klo gak salah","0","0","Neutral"
"2582","waa pildun seru final tegang baru kali seru banget asa pd nonton seluruh world cup tahun pertama diadain aja","1","0","Neutral"
"2583","isin mah da indonesia na teu kaajakan pildun","0","0","Neutral"
"2584","pildun bosan mesi2","0","0","Neutral"
"2585","padahal awal dak tarik jka malam ikut cuman tlku atas bawah pildun semua wkwkw mana orang belakang kontra heboh","0","0","Neutral"
"2586","ahirnya hyp pildun kelar diri happy ending buat our goat walopun pendukum prancis pildun kali emmang lebih ingin salah satu angkat piala dah yaaahhh skill team memng pantas argen selamat","1","0.8","Positive"
"2587","ikut bikin konsep pildun","0","0","Neutral"
"2588","bismillah wish me luck turut pildun kali seruu bgtt dreamers nya kece bgttt negara lolos banyak bikin kaget","0","0","Neutral"
"2589","wah mbappe ngeri kalau bisa jaga fit terus minimal bisa ikut pildun top perform","0.5","0.26666666666667","Positive"
"2590","final pildun ampe pagi gimane tidur","1","0","Neutral"
"2591","gimana hasil tebak pildun ngab pon","0","0","Neutral"
"2592","cuma iso ingah ingih nontok nang ndi2 nggon do euforia pildun nggo sing gak dong blas soal balbalan","0","0","Neutral"
"2593","mentang mentang pildun dah selesai listrik dipadamin njiiiiirrrr aaaa","0","0","Neutral"
"2594","jgn salah bang ronaldo punya trofi pildun nih kalo gk percaya awokwokwok","0","0","Neutral"
"2595","kalo ga nonton pildun matchday diem bae mon ken beda laen keluar konteks oke fifa korup klo lu bilang tolong final orang pertama gak terima","1","0","Neutral"
